================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=socks_,, v=1, w=0, v*w=0
f=blue_tie, v=1, w=0, v*w=0
f=and_braids, v=1, w=0, v*w=0
f=braids_,, v=1, w=0, v*w=0
f=classmates_., v=1, w=0, v*w=0
f=of_schoolchildren, v=1, w=0, v*w=0
f=schoolchildren_preparing, v=1, w=0, v*w=0
f=bus_after, v=1, w=0, v*w=0
f=their_field, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=after_their, v=1, w=-0.0011188675495344563, v*w=-0.0011188675495344563
f=line, v=2, w=-0.001720828655204189, v*w=-0.003441657310408378
f=A_line, v=1, w=-0.008068533547830242, v*w=-0.008068533547830242
f=schoolgirl, v=1, w=-0.014797262353245763, v*w=-0.014797262353245763
f=field_trip, v=1, w=-0.02180622138401842, v*w=-0.02180622138401842
f=a_bus, v=1, w=-0.03364916660088291, v*w=-0.03364916660088291
f=knee, v=1, w=-0.05111423569887075, v*w=-0.05111423569887075
f=smiles_in, v=1, w=-0.05260734879211723, v*w=-0.05260734879211723
f=tie_,, v=1, w=-0.07746505985945411, v*w=-0.07746505985945411
f=a_white, v=1, w=-0.08146376728663939, v*w=-0.08146376728663939
f=of_her, v=1, w=-0.08717026368452636, v*w=-0.08717026368452636
f=preparing_to, v=1, w=-0.10112469227110747, v*w=-0.10112469227110747
f=white, v=1, w=-0.10683987445252473, v*w=-0.10683987445252473
f=socks, v=1, w=-0.12611223484306658, v*w=-0.12611223484306658
f=blue, v=1, w=-0.1464004062951875, v*w=-0.1464004062951875
f=white_dress, v=1, w=-0.15573354887194146, v*w=-0.15573354887194146
f=trip_., v=1, w=-0.15810251657809138, v*w=-0.15810251657809138
f=bus, v=1, w=-0.18598650303899097, v*w=-0.18598650303899097
f=board, v=1, w=-0.18850352976060153, v*w=-0.18850352976060153
f=field, v=1, w=-0.2017667971284122, v*w=-0.2017667971284122
f=trip, v=1, w=-0.26260842427622344, v*w=-0.26260842427622344
f=preparing, v=1, w=-0.2709295440577608, v*w=-0.2709295440577608
f=front, v=1, w=-0.27291575349433383, v*w=-0.27291575349433383
f=wearing, v=1, w=-0.30951804432226004, v*w=-0.30951804432226004
f=line_of, v=2, w=-0.17664339560856185, v*w=-0.3532867912171237
f=their, v=1, w=-0.38541075982845596, v*w=-0.38541075982845596
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=her, v=1, w=-0.4323918021272653, v*w=-0.4323918021272653
f=,_a, v=1, w=-0.4531856526355508, v*w=-0.4531856526355508
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=after, v=1, w=-0.4842803611343665, v*w=-0.4842803611343665
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=to, v=1, w=-0.8016492569411924, v*w=-0.8016492569411924
f=word_mismatch, v=17, w=-0.04797307969310231, v*w=-0.8155423547827393
f=of, v=3, w=-0.37790219820508486, v*w=-1.1337065946152545
f=a, v=4, w=-0.40085934414878244, v*w=-1.6034373765951297
================================================================================
P: A boy plays in the surf .
H: The boy is wearing red trunks .
label=0, predicted=0, correct
f=lexical_overlap, v=2, w=0.3830654707424352, v*w=0.7661309414848704
f=is_wearing, v=1, w=0.5828316274747404, v*w=0.5828316274747404
f=wearing_red, v=1, w=0.30949610448752046, v*w=0.30949610448752046
f=The_boy, v=1, w=0.280255292038639, v*w=0.280255292038639
f=trunks, v=1, w=0.23550247349014264, v*w=0.23550247349014264
f=boy_is, v=1, w=0.14703531886136278, v*w=0.14703531886136278
f=boy, v=2, w=0.07226716196404466, v*w=0.14453432392808932
f=red_trunks, v=1, w=0.07938848889539228, v*w=0.07938848889539228
f=boy_plays, v=1, w=0.06598353885834041, v*w=0.06598353885834041
f=surf, v=1, w=0.050413122866023806, v*w=0.050413122866023806
f=surf_., v=1, w=0.02459390897121168, v*w=0.02459390897121168
f=trunks_., v=1, w=0.023336082333035305, v*w=0.023336082333035305
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=length_diff, v=0, w=0.2283268767017618, v*w=0.0
f=the_surf, v=1, w=-0.0005439115452142589, v*w=-0.0005439115452142589
f=in_the, v=1, w=-0.011687244813448, v*w=-0.011687244813448
f=A_boy, v=1, w=-0.0186604884231922, v*w=-0.0186604884231922
f=plays_in, v=1, w=-0.1369959500932515, v*w=-0.1369959500932515
f=red, v=1, w=-0.18428774132984588, v*w=-0.18428774132984588
f=word_mismatch, v=5, w=-0.04797307969310231, v*w=-0.23986539846551158
f=plays, v=1, w=-0.2590967034941965, v*w=-0.2590967034941965
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=wearing, v=1, w=-0.30951804432226004, v*w=-0.30951804432226004
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
================================================================================
P: A man is sitting outside next to fruit .
H: A man takes a break next to his freshly picked fruit .
label=0, predicted=0, correct
f=lexical_overlap, v=6, w=0.3830654707424352, v*w=2.298392824454611
f=length_diff, v=3, w=0.2283268767017618, v*w=0.6849806301052854
f=A_man, v=2, w=0.324577417131331, v*w=0.649154834262662
f=is_sitting, v=1, w=0.6478721675661036, v*w=0.6478721675661036
f=next_to, v=2, w=0.25548951210531956, v*w=0.5109790242106391
f=next, v=2, w=0.06682096910511319, v*w=0.13364193821022638
f=to_his, v=1, w=0.11094136164130136, v*w=0.11094136164130136
f=a_break, v=1, w=0.0848346187026294, v*w=0.0848346187026294
f=man_is, v=1, w=0.07446248811904224, v*w=0.07446248811904224
f=takes, v=1, w=0.05202482383189518, v*w=0.05202482383189518
f=freshly, v=1, w=0.05180109198221715, v*w=0.05180109198221715
f=picked, v=1, w=0.04824478313230052, v*w=0.04824478313230052
f=sitting, v=1, w=0.010350184963124877, v*w=0.010350184963124877
f=to_fruit, v=1, w=0, v*w=0
f=break_next, v=1, w=0, v*w=0
f=his_freshly, v=1, w=0, v*w=0
f=freshly_picked, v=1, w=0, v*w=0
f=picked_fruit, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=outside, v=1, w=-0.001485132525099549, v*w=-0.001485132525099549
f=sitting_outside, v=1, w=-0.02479666146177692, v*w=-0.02479666146177692
f=outside_next, v=1, w=-0.026492888238676238, v*w=-0.026492888238676238
f=break, v=1, w=-0.09749202483034018, v*w=-0.09749202483034018
f=man_takes, v=1, w=-0.11820109641258253, v*w=-0.11820109641258253
f=word_mismatch, v=3, w=-0.04797307969310231, v*w=-0.14391923907930693
f=takes_a, v=1, w=-0.20279640673171176, v*w=-0.20279640673171176
f=man, v=2, w=-0.14954275836407363, v*w=-0.29908551672814726
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=fruit_., v=2, w=-0.25597830611254846, v*w=-0.5119566122250969
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=fruit, v=2, w=-0.33161316882631203, v*w=-0.6632263376526241
f=his, v=1, w=-0.6983216445175804, v*w=-0.6983216445175804
f=to, v=2, w=-0.8016492569411924, v*w=-1.6032985138823848
================================================================================
P: A person on a brown horse in a prairie in front of tall mountains .
H: The horseback rider is traveling from one ranch to another
label=0, predicted=0, correct
f=length_diff, v=5, w=0.2283268767017618, v*w=1.141634383508809
f=person_on, v=1, w=0.5384112162749671, v*w=0.5384112162749671
f=A_person, v=1, w=0.2984734473390282, v*w=0.2984734473390282
f=person, v=1, w=0.26421986580315804, v*w=0.26421986580315804
f=front_of, v=1, w=0.26027869344495036, v*w=0.26027869344495036
f=in_a, v=1, w=0.21910880076345068, v*w=0.21910880076345068
f=in_front, v=1, w=0.2025982840106905, v*w=0.2025982840106905
f=on_a, v=1, w=0.1768242450195646, v*w=0.1768242450195646
f=horseback, v=1, w=0.1679686509752854, v*w=0.1679686509752854
f=horse, v=1, w=0.1621271879128875, v*w=0.1621271879128875
f=mountains_., v=1, w=0.06808180835422444, v*w=0.06808180835422444
f=horse_in, v=1, w=0.03694839980400429, v*w=0.03694839980400429
f=of_tall, v=1, w=0.027782903048611633, v*w=0.027782903048611633
f=to_another, v=1, w=0.011138128099482388, v*w=0.011138128099482388
f=rider, v=1, w=0.0037326999063340078, v*w=0.0037326999063340078
f=prairie, v=1, w=0, v*w=0
f=a_prairie, v=1, w=0, v*w=0
f=prairie_in, v=1, w=0, v*w=0
f=tall_mountains, v=1, w=0, v*w=0
f=The_horseback, v=1, w=0, v*w=0
f=horseback_rider, v=1, w=0, v*w=0
f=is_traveling, v=1, w=0, v*w=0
f=traveling_from, v=1, w=0, v*w=0
f=one_ranch, v=1, w=0, v*w=0
f=ranch_to, v=1, w=0, v*w=0
f=lexical_overlap, v=0, w=0.3830654707424352, v*w=0.0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=brown_horse, v=1, w=-0.012760705282828752, v*w=-0.012760705282828752
f=rider_is, v=1, w=-0.01938970165143231, v*w=-0.01938970165143231
f=ranch, v=1, w=-0.05202356047340574, v*w=-0.05202356047340574
f=from_one, v=1, w=-0.05491528931467105, v*w=-0.05491528931467105
f=mountains, v=1, w=-0.067335870205255, v*w=-0.067335870205255
f=one, v=1, w=-0.07380989647199508, v*w=-0.07380989647199508
f=a_brown, v=1, w=-0.07719799173971457, v*w=-0.07719799173971457
f=traveling, v=1, w=-0.12487317621849095, v*w=-0.12487317621849095
f=another, v=1, w=-0.1360982009340783, v*w=-0.1360982009340783
f=brown, v=1, w=-0.19125189395930578, v*w=-0.19125189395930578
f=front, v=1, w=-0.27291575349433383, v*w=-0.27291575349433383
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=of, v=1, w=-0.37790219820508486, v*w=-0.37790219820508486
f=from, v=1, w=-0.3896702737998336, v*w=-0.3896702737998336
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=word_mismatch, v=13, w=-0.04797307969310231, v*w=-0.6236500360103301
f=tall, v=1, w=-0.7549388646078431, v*w=-0.7549388646078431
f=to, v=1, w=-0.8016492569411924, v*w=-0.8016492569411924
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
f=in, v=2, w=-0.4621736065762428, v*w=-0.9243472131524856
================================================================================
P: A brown dog leaps into water from a rock .
H: A dog is outside .
label=1, predicted=1, correct
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=length_diff, v=5, w=0.2283268767017618, v*w=1.141634383508809
f=is_outside, v=1, w=0.9831691236112987, v*w=0.9831691236112987
f=outside_., v=1, w=0.6659319901243318, v*w=0.6659319901243318
f=rock_., v=1, w=0.2882959024952497, v*w=0.2882959024952497
f=brown_dog, v=1, w=0.25392306150601096, v*w=0.25392306150601096
f=A_dog, v=1, w=0.1794406023518879, v*w=0.1794406023518879
f=into_water, v=1, w=0.12164443111337526, v*w=0.12164443111337526
f=leaps, v=1, w=0.0844382060349185, v*w=0.0844382060349185
f=leaps_into, v=1, w=0.04681881548387269, v*w=0.04681881548387269
f=water_from, v=1, w=0.027757207404390395, v*w=0.027757207404390395
f=dog_leaps, v=1, w=0.0012308157360974552, v*w=0.0012308157360974552
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=outside, v=1, w=-0.001485132525099549, v*w=-0.001485132525099549
f=dog, v=2, w=-0.0008314554214412856, v*w=-0.0016629108428825711
f=from_a, v=1, w=-0.017854723324229056, v*w=-0.017854723324229056
f=dog_is, v=1, w=-0.10696177144535501, v*w=-0.10696177144535501
f=water, v=1, w=-0.12098882409405608, v*w=-0.12098882409405608
f=rock, v=1, w=-0.1526972651826411, v*w=-0.1526972651826411
f=brown, v=1, w=-0.19125189395930578, v*w=-0.19125189395930578
f=a_rock, v=1, w=-0.2691360943854006, v*w=-0.2691360943854006
f=A_brown, v=1, w=-0.290825093027507, v*w=-0.290825093027507
f=into, v=1, w=-0.320186552836101, v*w=-0.320186552836101
f=word_mismatch, v=7, w=-0.04797307969310231, v*w=-0.3358115578517162
f=from, v=1, w=-0.3896702737998336, v*w=-0.3896702737998336
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
================================================================================
P: A man wearing an apron is smiling at a plate of food .
H: The man is happy by the sight of the food before him .
label=1, predicted=0, wrong
f=lexical_overlap, v=5, w=0.3830654707424352, v*w=1.915327353712176
f=A_man, v=1, w=0.324577417131331, v*w=0.324577417131331
f=The_man, v=1, w=0.29542522325134135, v*w=0.29542522325134135
f=by_the, v=1, w=0.26687834633091273, v*w=0.26687834633091273
f=of_food, v=1, w=0.25457063907389005, v*w=0.25457063907389005
f=smiling, v=1, w=0.23872128378620716, v*w=0.23872128378620716
f=of_the, v=1, w=0.17442494991800078, v*w=0.17442494991800078
f=food_., v=1, w=0.14869608668916834, v*w=0.14869608668916834
f=an_apron, v=1, w=0.09443251786607598, v*w=0.09443251786607598
f=apron, v=1, w=0.08800215821120623, v*w=0.08800215821120623
f=man_is, v=1, w=0.07446248811904224, v*w=0.07446248811904224
f=the_sight, v=1, w=0.06563565207533657, v*w=0.06563565207533657
f=sight_of, v=1, w=0.06563565207533657, v*w=0.06563565207533657
f=sight, v=1, w=0.048974836340353184, v*w=0.048974836340353184
f=happy_by, v=1, w=0, v*w=0
f=food_before, v=1, w=0, v*w=0
f=before_him, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=length_diff, v=0, w=0.2283268767017618, v*w=0.0
f=a_plate, v=1, w=-0.008403598531919396, v*w=-0.008403598531919396
f=plate_of, v=1, w=-0.0337616242390107, v*w=-0.0337616242390107
f=by, v=1, w=-0.03680490819868031, v*w=-0.03680490819868031
f=him_., v=1, w=-0.03744232646650364, v*w=-0.03744232646650364
f=the_food, v=1, w=-0.049328093858303265, v*w=-0.049328093858303265
f=happy, v=1, w=-0.07095346422558883, v*w=-0.07095346422558883
f=smiling_at, v=1, w=-0.08236270910131975, v*w=-0.08236270910131975
f=at_a, v=1, w=-0.08622086192337773, v*w=-0.08622086192337773
f=apron_is, v=1, w=-0.09041027626413457, v*w=-0.09041027626413457
f=man_wearing, v=1, w=-0.12400535778034397, v*w=-0.12400535778034397
f=is_smiling, v=1, w=-0.12889163392748063, v*w=-0.12889163392748063
f=before, v=1, w=-0.1389919097716971, v*w=-0.1389919097716971
f=is_happy, v=1, w=-0.15699907211786487, v*w=-0.15699907211786487
f=wearing_an, v=1, w=-0.19903231002928798, v*w=-0.19903231002928798
f=plate, v=1, w=-0.20500290973531599, v*w=-0.20500290973531599
f=food, v=2, w=-0.11582925962284514, v*w=-0.23165851924569028
f=at, v=1, w=-0.26136614004677544, v*w=-0.26136614004677544
f=man, v=2, w=-0.14954275836407363, v*w=-0.29908551672814726
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=wearing, v=1, w=-0.30951804432226004, v*w=-0.30951804432226004
f=an, v=1, w=-0.32472737342345664, v*w=-0.32472737342345664
f=word_mismatch, v=8, w=-0.04797307969310231, v*w=-0.3837846375448185
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=him, v=1, w=-0.4467484481914919, v*w=-0.4467484481914919
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=of, v=2, w=-0.37790219820508486, v*w=-0.7558043964101697
f=is, v=2, w=-0.45493996500424116, v*w=-0.9098799300084823
f=the, v=2, w=-0.5978066899968455, v*w=-1.195613379993691
================================================================================
P: These three men dressed in blue , yellow and white , are playing a sport .
H: The men are playing football .
label=0, predicted=1, wrong
f=length_diff, v=10, w=0.2283268767017618, v*w=2.283268767017618
f=lexical_overlap, v=4, w=0.3830654707424352, v*w=1.5322618829697408
f=playing_a, v=1, w=0.36945581111761966, v*w=0.36945581111761966
f=football, v=1, w=0.3050198125281883, v*w=0.3050198125281883
f=dressed_in, v=1, w=0.28292254173474607, v*w=0.28292254173474607
f=are_playing, v=2, w=0.13758377822101678, v*w=0.27516755644203356
f=sport, v=1, w=0.2593450978437767, v*w=0.2593450978437767
f=three_men, v=1, w=0.22420289418072206, v*w=0.22420289418072206
f=men_dressed, v=1, w=0.2199961638143064, v*w=0.2199961638143064
f=sport_., v=1, w=0.21912270844574505, v*w=0.21912270844574505
f=yellow_and, v=1, w=0.205115533563729, v*w=0.205115533563729
f=a_sport, v=1, w=0.20239979346228726, v*w=0.20239979346228726
f=football_., v=1, w=0.2000217427554818, v*w=0.2000217427554818
f=The_men, v=1, w=0.18957547139419353, v*w=0.18957547139419353
f=men_are, v=1, w=0.1517472250324531, v*w=0.1517472250324531
f=playing_football, v=1, w=0.10085355546878827, v*w=0.10085355546878827
f=,_yellow, v=1, w=0.08847883421282067, v*w=0.08847883421282067
f=yellow, v=1, w=0.06432636174453178, v*w=0.06432636174453178
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=dressed, v=1, w=-0.029188134634767236, v*w=-0.029188134634767236
f=and_white, v=1, w=-0.03185778373941162, v*w=-0.03185778373941162
f=white_,, v=1, w=-0.048498393313843445, v*w=-0.048498393313843445
f=These_three, v=1, w=-0.05668082998536292, v*w=-0.05668082998536292
f=white, v=1, w=-0.10683987445252473, v*w=-0.10683987445252473
f=in_blue, v=1, w=-0.13888139497688337, v*w=-0.13888139497688337
f=blue, v=1, w=-0.1464004062951875, v*w=-0.1464004062951875
f=three, v=1, w=-0.16406820592940363, v*w=-0.16406820592940363
f=blue_,, v=1, w=-0.19426725466593647, v*w=-0.19426725466593647
f=playing, v=2, w=-0.13778360371493695, v*w=-0.2755672074298739
f=These, v=1, w=-0.28279178398278954, v*w=-0.28279178398278954
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=men, v=2, w=-0.21430049750605148, v*w=-0.42860099501210297
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=word_mismatch, v=11, w=-0.04797307969310231, v*w=-0.5277038766241254
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=,_are, v=1, w=-0.6214168722986455, v*w=-0.6214168722986455
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
================================================================================
P: Two girls are playing tug-of-war and losing as the girl in front is drug into a muddy puddle of water .
H: Some girls are competing .
label=1, predicted=0, wrong
f=length_diff, v=16, w=0.2283268767017618, v*w=3.653230027228189
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=water_., v=1, w=0.5117491748602612, v*w=0.5117491748602612
f=in_front, v=1, w=0.2025982840106905, v*w=0.2025982840106905
f=tug-of-war, v=1, w=0.1852025268814534, v*w=0.1852025268814534
f=are_playing, v=1, w=0.13758377822101678, v*w=0.13758377822101678
f=playing_tug-of-war, v=1, w=0.13451754074545763, v*w=0.13451754074545763
f=Some, v=1, w=0.09369027117133256, v*w=0.09369027117133256
f=girl, v=1, w=0.08134442495824248, v*w=0.08134442495824248
f=of_water, v=1, w=0.05654384441031062, v*w=0.05654384441031062
f=puddle_of, v=1, w=0.04697830996083163, v*w=0.04697830996083163
f=Some_girls, v=1, w=0.04510462117875983, v*w=0.04510462117875983
f=a_muddy, v=1, w=0.04422164932044792, v*w=0.04422164932044792
f=muddy, v=1, w=0.015568591640473799, v*w=0.015568591640473799
f=losing, v=1, w=0.00674962857912108, v*w=0.00674962857912108
f=tug-of-war_and, v=1, w=0, v*w=0
f=and_losing, v=1, w=0, v*w=0
f=losing_as, v=1, w=0, v*w=0
f=is_drug, v=1, w=0, v*w=0
f=drug_into, v=1, w=0, v*w=0
f=muddy_puddle, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=drug, v=1, w=-0.0010621099558076098, v*w=-0.0010621099558076098
f=girls, v=2, w=-0.002851093110171653, v*w=-0.005702186220343306
f=are_competing, v=1, w=-0.06312359644964664, v*w=-0.06312359644964664
f=girl_in, v=1, w=-0.08251847354139932, v*w=-0.08251847354139932
f=front_is, v=1, w=-0.08437015591619201, v*w=-0.08437015591619201
f=girls_are, v=2, w=-0.04669404786728124, v*w=-0.09338809573456248
f=competing_., v=1, w=-0.11605253234205325, v*w=-0.11605253234205325
f=water, v=1, w=-0.12098882409405608, v*w=-0.12098882409405608
